,0,1,2
0,27,8,PA1_debug-c-OUTPUT1.TXT
1,199.29586393063437,202.38658924036338,199.98809862426288
2,406.84833499574955,402.1480998698734,195.4798317697648
3,209.1200152660037,210.10969207919118,208.42009794249043
4,210.3494876027231,212.05888172303003,333.3988523670149
5,211.5789599394425,214.00807136686888,458.37760679153934
6,210.5598675936234,335.0859786979112,206.4567823106596
7,211.7893399303428,337.03516834175,331.4355367351841
8,213.01881226706223,338.9843579855889,456.4142911597085
9,211.99971992124316,460.06226531663117,204.49346667882878
10,213.22919225796255,462.01145496047,329.47222110335326
11,214.45866459468198,463.96064460430887,454.4509755278777
12,334.1056753356608,208.65077373744117,207.2133112073066
13,335.33514767238023,210.59996338128002,332.1920656318311
14,336.56462000909966,212.54915302511887,457.1708200563555
15,335.54552766328055,333.62706035616117,205.2499955754758
16,336.775,335.57625,330.2287500000003
17,338.00447233671935,337.52543964383887,455.2075044245247
18,336.98537999090024,458.60334697488116,203.28667994364497
19,338.21485232761967,460.55253661872,328.26543436816945
20,339.4443246643391,462.50172626255886,453.2441887926939
21,459.091335405318,207.19185539569116,206.00652447212278
22,460.32080774203735,209.14104503953,330.98527889664723
23,461.55028007875677,211.09023468336886,455.96403332117166
24,460.53118773293767,332.16814201441116,204.04320884029195
25,461.7606600696571,334.11733165825,329.02196326481646
26,462.99013240637646,336.06652130208886,454.0007176893409
27,461.9710400605574,457.14442863313116,202.07989320846113
28,463.20051239727684,459.09361827697,327.05864763298564
29,464.4299847339962,461.04280792080885,452.03740205751006
30,208.5692908133406,211.11779799420185,449.700343470138
31,211.0352021288113,210.43772032144636,574.674167832455
32,213.501113444282,209.75764264869085,699.647992194772
33,208.70849144823885,336.1158846474149,450.3778065459565
34,211.17440276370957,335.4358069746594,575.3516309082735
35,213.64031407918026,334.7557293019039,700.3254552705904
36,208.8476920831371,461.1139713006279,451.0552696217749
37,211.31360339860782,460.4338936278724,576.029093984092
38,213.77951471407852,459.7538159551169,701.0029183464089
39,333.544888049631,210.99199101954247,447.23371256186465
40,336.0107993651017,210.31191334678698,572.2075369241817
41,338.4767106805724,209.63183567403146,697.1813612864986
42,333.6840886845293,335.9900776727555,447.9111756376831
43,336.15,335.31,572.8850000000001
44,338.61591131547067,334.62992232724446,697.858824362317
45,333.82328931942754,460.9881643259685,448.58863871350155
46,336.28920063489824,460.308086653213,573.5624630758185
47,338.7551119503689,459.6280089804575,698.5362874381354
48,458.52048528592144,210.86618404488308,444.7670816535912
49,460.98639660139213,210.1861063721276,569.7409060159083
50,463.4523079168629,209.50602869937208,694.7147303782252
51,458.6596859208197,335.8642706980961,445.4445447294097
52,461.12559723629045,335.1841930253406,570.4183690917267
53,463.5915085517611,334.5041153525851,695.3921934540436
54,458.79888655571796,460.86235735130913,446.1220078052281
55,461.26479787118865,460.18227967855364,571.0958321675452
56,463.7307091866594,459.50220200579815,696.0696565298621
57,211.692873284358,450.9787869434315,209.65203760955728
58,212.0565690199325,452.36374133509406,334.64383584746145
59,212.42026475550702,453.74869572675664,459.6356340853656
60,213.03276483809265,575.9638899901961,208.26325864446994
61,213.39646057366716,577.3488443818587,333.2550568823741
62,213.76015630924167,578.7337987735212,458.24685512027827
63,214.37265639182732,700.9489930369607,206.8744796793826
64,214.73635212740183,702.3339474286233,331.86627791728677
65,215.10004786297634,703.7189018202859,456.85807615519093
66,336.68516271069086,449.6349425615728,209.30323072718326
67,337.04885844626534,451.0198969532354,334.2950289650874
68,337.4125541818399,452.40485134489796,459.28682720299156
69,338.02505426442553,574.6200456083375,207.91445176209592
70,338.38875,576.005,332.90625000000006
71,338.7524457355745,577.3899543916626,457.8980482379042
72,339.36494581816015,699.6051486551021,206.52567279700858
73,339.7286415537347,700.9901030467647,331.5174710349127
74,340.09233728930917,702.3750574384272,456.5092692728169
75,461.6774521370237,448.2910981797142,208.95442384480924
76,462.04114787259823,449.6760525713768,333.9462220827134
77,462.4048436081727,451.06100696303935,458.93802032061757
78,463.01734369075837,573.2762012264787,207.5656448797219
79,463.38103942633285,574.6611556181414,332.55744311762606
80,463.74473516190733,576.0461100098039,457.5492413555302
81,464.35723524449304,698.2613042732435,206.17686591463456
82,464.7209309800675,699.646258664906,331.1686641525387
83,465.084626715642,701.0312130565685,456.1604623904429
84,211.79150318992922,449.550787391625,448.1104044351828
85,210.1879286960485,447.0370524777493,573.0748381178324
86,208.58435420216776,444.5233175638736,698.0392718004821
87,208.43518212085277,574.4813052414189,450.5803879702725
88,206.83160762697204,571.9675703275432,575.5448216529221
89,205.22803313309132,569.4538354136674,700.5092553355718
90,205.07886105177636,699.4118230912127,453.0503715053622
91,203.47528655789563,696.898088177337,578.0148051880119
92,201.8717120640149,694.3843532634613,702.9792388706616
93,336.7361455629572,452.8744670640819,449.7805827822608
94,335.13257106907645,450.36073215020616,574.7450164649105
95,333.5289965751957,447.8469972363305,699.7094501475601
96,333.37982449388073,577.8049849138757,452.25056631735055
97,331.77625,575.29125,577.2150000000001
98,330.1726755061193,572.7775150861244,702.1794336826498
99,330.0235034248043,702.7355027636695,454.72054985244023
100,328.41992893092356,700.2217678497939,579.6849835350899
101,326.81635443704283,697.7080329359181,704.6494172177396
102,461.6807879359851,456.1981467365387,451.45076112933884
103,460.0772134421044,453.684411822663,576.4151948119885
104,458.47363894822365,451.1706769087873,701.3796284946382
105,458.32446686690866,581.1286645863325,453.9207446644286
106,456.72089237302794,578.6149296724568,578.8851783470782
107,455.1173178791472,576.1011947585812,703.8496120297278
108,454.9681457978322,706.0591824361264,456.39072819951826
109,453.3645713039515,703.5454475222507,581.355161882168
110,451.76099681007076,701.0317126083751,706.3195955648176
111,449.52997517457777,209.84514024912153,210.58121732595373
112,448.51976353716276,210.9682663074991,335.57208923388396
113,447.50955189974775,212.0913923658767,460.5629611418142
114,449.07013963964215,334.83921495757187,209.45434596721728
115,448.05992800222714,335.96234101594945,334.4452178751475
116,447.0497163648121,337.085467074327,459.4360897830777
117,448.61030410470653,459.8332896660222,208.3274746084808
118,447.6000924672915,460.9564157243998,333.31834651641105
119,446.5898808298765,462.07954178277737,458.3092184243413
120,574.5250471723507,210.31404923317208,211.5872494508061
121,573.5148355349356,211.43717529154966,336.5781213587363
122,572.5046238975207,212.56030134992724,461.56899326666655
123,574.065211637415,335.3081239416224,210.46037809206962
124,573.0550000000001,336.43125,335.45124999999985
125,572.044788362585,337.55437605837756,460.4421219079301
126,573.6053761024795,460.3021986500728,209.33350673333317
127,572.5951644650644,461.4253247084504,334.32437864126337
128,571.5849528276494,462.54845076682795,459.3152505491936
129,699.5201191701236,210.7829582172226,212.59328157565844
130,698.5099075327086,211.9060842756002,337.5841534835887
131,697.4996958952936,213.02921033397777,462.5750253915189
132,699.060283635188,335.777032925673,211.466410216922
133,698.050071997773,336.90015898405056,336.4572821248522
134,697.0398603603579,338.02328504242814,461.44815403278244
135,698.6004481002524,460.77110763412327,210.33953885818553
136,697.5902364628373,461.89423369250085,335.33041076611573
137,696.5800248254224,463.0173597508784,460.32128267404596
138,448.681531118211,210.08068117024573,451.07797954525586
139,449.1166061854962,213.07932389131102,576.041249554956
140,449.5516812527814,216.0779666123763,701.0045195646562
141,448.73569383073396,335.04469187197435,448.07913047622486
142,449.17076889801916,338.0433345930396,573.0424004859251
143,449.60584396530436,341.0419773141049,698.0056704956253
144,448.7898565432569,460.008702573703,445.08028140719387
145,449.2249316105421,463.00734529476824,570.043551416894
146,449.6600066778273,466.0059880158335,695.0068214265942
147,573.6807622201918,210.01609657720613,450.64432905933086
148,574.115837287477,213.01473929827142,575.607599069031
149,574.5509123547622,216.0133820193367,700.5708690787312
150,573.7349249327148,334.9801072789347,447.64547999029986
151,574.17,337.97875000000005,572.6087500000001
152,574.6050750672852,340.9773927210653,697.5720200097003
153,573.7890876452377,459.94411798066335,444.64663092126887
154,574.2241627125229,462.9427607017287,569.609900930969
155,574.6592377798081,465.94140342279394,694.5731709406692
156,698.6799933221725,209.95151198416653,450.2106785734059
157,699.1150683894577,212.95015470523182,575.173948583106
158,699.550143456743,215.9487974262971,700.1372185928062
159,698.7341560346955,334.91552268589516,447.2118295043749
160,699.1692311019807,337.9141654069605,572.1750995140751
161,699.6043061692659,340.91280812802574,697.1383695237753
162,698.7883187472185,459.8795333876238,444.2129804353439
163,699.2233938145037,462.8781761086891,569.176250445044
164,699.6584688817888,465.87681882975437,694.1395204547442
165,450.28876692676755,450.5031737043487,211.26945582492
166,448.6909925453575,448.6960247778226,336.24617897680724
167,447.0932181639474,446.88887585129646,461.2229021286945
168,448.48845258908085,575.4774745180732,213.0535534697322
169,446.8906782076708,573.6703255915471,338.03027662161946
170,445.2929038262607,571.863176665021,463.0069997735067
171,446.6881382513941,700.4517753317976,214.83765111454446
172,445.09036386998406,698.6446264052715,339.8143742664317
173,443.49258948857397,696.8374774787454,464.79109741831894
174,575.2655887190969,452.28034811280173,212.8929292033005
175,573.6678143376869,450.4731991862756,337.8696523551877
176,572.0700399562768,448.6660502597495,462.846375507075
177,573.4652743814102,577.2546489265262,214.67702684811272
178,571.8675000000001,575.4475000000001,339.65375
179,570.26972561859,573.640351073474,464.63047315188726
180,571.6649600437235,702.2289497402508,216.46112449292497
181,570.0671856623134,700.4218008137246,341.4378476448122
182,568.4694112809033,698.6146518871985,466.4145707966995
183,700.2424105114262,454.0575225212548,214.516402581681
184,698.6446361300161,452.25037359472867,339.49312573356826
185,697.046861748606,450.44322466820256,464.4698488854555
186,698.4420961737394,579.0318233349793,216.30050022649323
187,696.8443217923294,577.2246744084532,341.2772233783805
188,695.2465474109193,575.4175254819271,466.25394653026774
189,696.6417818360527,704.0061241487037,218.08459787130548
190,695.0440074546427,702.1989752221776,343.0613210231927
191,693.4462330732326,700.3918262956515,468.03804417507996
192,450.70989958599023,448.29975563953053,451.2711307504667
193,450.9445017979544,447.83013781552376,576.2700284292123
194,451.17910400991855,447.360519991517,701.268926107958
195,452.9303409715361,573.2791662002501,451.7365079614089
196,453.1649431835002,572.8095483762434,576.7354056401546
197,453.39954539546443,572.3399305522365,701.7343033189003
198,455.15078235708194,698.2585767609696,452.2018851723511
199,455.3853845690461,697.7889589369629,577.2007828510967
200,455.61998678101025,697.3193411129561,702.1996805298425
201,575.68995640249,446.0802072632872,451.028225110312
202,575.9245586144541,445.61058943928043,576.0271227890576
203,576.1591608264183,445.14097161527366,701.0260204678033
204,577.9103977880359,571.0596178240068,451.49360232125423
205,578.145,570.59,576.4924999999998
206,578.3796022119642,570.1203821759932,701.4913976787456
207,580.1308391735818,696.0390283847264,451.95897953219645
208,580.3654413855459,695.5694105607196,576.957877210942
209,580.60004359751,695.0997927367127,701.9567748896877
210,700.6700132189898,443.86065888704394,450.78531947015733
211,700.9046154309539,443.39104106303716,575.7842171489029
212,701.1392176429181,442.9214232390304,700.7831148276487
213,702.8904546045355,568.8400694477634,451.25069668109956
214,703.1250568164998,568.3704516237567,576.2495943598451
215,703.359659028464,567.9008337997499,701.2484920385908
216,705.1108959900814,693.819480008483,451.7160738920418
217,705.3454982020456,693.3498621844763,576.7149715707874
218,705.5801004140097,692.8802443604695,701.7138692495331
